LSOA2001,PTAI2015,PTAL
E01003404,8.77915,2
E01003405,8.7204,2
E01003406,4.99712,1b
E01003407,6.25572,2
E01003408,7.14678,2
E01003409,12.88,3
E01003410,4.68962,1b
E01003411,8.42354,2
E01003412,7.83577,2
E01003413,6.36644,2
E01003414,7.21815,2
E01003415,7.99296,2
E01003416,4.25006,1b
E01003417,5.57126,2
E01003418,3.34478,1b
E01003419,2.1267,1a
E01003420,4.12135,1b
E01003421,4.1522,1b
E01003422,4.62291,1b
E01003423,9.53741,2
E01003424,6.45468,2
E01003425,9.45613,2
E01003426,19.607,4
E01003427,21.2806,5
E01003428,10.2727,3
E01003429,3.24513,1b
E01003430,5.6941,2
E01003431,6.36314,2
E01003432,3.28533,1b
E01003433,7.02112,2
E01003434,5.49733,2
E01003435,5.77996,2
E01003436,6.70493,2
E01003437,5.86911,2
E01003438,8.94532,2
E01003439,18.5506,4
E01003440,8.36575,2
E01003441,8.32926,2
E01003442,8.01111,2
E01003443,17.4482,4
E01003444,13.2741,3
E01003445,6.61758,2
E01003446,21.2699,5
E01003447,6.35632,2
E01003448,7.52996,2
E01003449,6.85918,2
E01003450,9.92658,2
E01003451,6.56381,2
E01003452,8.20617,2
E01003453,13.9437,3
E01003454,18.8445,4
E01003455,2.81533,1b
E01003456,37.5846,6a
E01003457,9.78008,2
E01003458,9.69461,2
E01003459,12.2569,3
E01003460,1.15624,1a
E01003461,15.0446,4
E01003462,2.39774,1a
E01003463,3.03817,1b
E01003464,3.22688,1b
E01003465,4.60562,1b
E01003466,6.31772,2
E01003467,4.29369,1b
E01003468,5.13388,2
E01003469,7.42762,2
E01003470,9.1327,2
E01003471,10.6204,3
E01003472,7.95835,2
E01003473,8.69213,2
E01003474,5.25547,2
E01003475,7.37352,2
E01003476,14.4573,3
E01003477,8.2588,2
E01003478,8.9586,2
E01003479,4.70753,1b
E01003480,11.4285,3
E01003481,8.92584,2
E01003482,3.71545,1b
E01003483,3.34734,1b
E01003484,6.39175,2
E01003485,4.60985,1b
E01003486,12.3745,3
E01003487,9.19224,2
E01003488,13.0299,3
E01003489,19.6277,4
E01003490,13.6029,3
E01003491,20.1882,5
E01003492,15.4253,4
E01003493,13.9254,3
E01003494,9.82311,2
E01003495,6.40517,2
E01003496,19.671,4
E01003497,11.1552,3
E01003498,8.73607,2
E01003499,16.0956,4
E01003500,12.2498,3
E01003501,11.6261,3
E01003502,20.8784,5
E01003503,24.5424,5
E01003504,8.22488,2
E01003505,21.5777,5
E01003506,9.13872,2
E01003507,16.3614,4
E01003508,11.0032,3
E01003509,12.9488,3
E01003510,11.5821,3
E01003511,5.39377,2
E01003512,11.3688,3
E01003513,4.65631,1b
E01003514,6.13672,2
E01003515,10.8545,3
E01003516,9.82262,2
E01003517,9.32713,2
E01003518,4.54481,1b
E01003519,8.22171,2
E01003520,23.2827,5
E01003521,25.6434,6a
E01003522,16.0592,4
E01003523,17.8566,4
E01003524,14.6133,3
E01003525,18.3456,4
E01003526,18.6487,4
E01003527,8.39999,2
E01003528,3.17835,1b
E01003529,17.9732,4
E01003530,11.7425,3
E01003531,19.0651,4
E01003532,21.7079,5
E01003533,14.754,3
E01003534,12.3019,3
E01003535,3.39881,1b
E01003536,4.90053,1b
E01003537,7.36675,2
E01003538,6.49134,2
E01003539,2.69865,1b
E01003540,8.25078,2
E01003541,2.87957,1b
E01003542,8.42999,2
E01003543,12.5267,3
E01003544,8.799,2
E01003545,6.31559,2
E01003546,12.0341,3
E01003547,7.69752,2
E01003548,7.01348,2
E01003549,10.3661,3
E01003550,10.7182,3
E01003551,9.06683,2
E01003552,5.3028,2
E01003553,10.4817,3
E01003554,7.91034,2
E01003555,14.649,3
E01003556,17.3377,4
E01003557,12.8663,3
E01003558,14.4861,3
E01003559,24.7553,5
E01003560,8.61398,2
E01003561,10.2981,3
E01003562,10.1756,3
E01003563,5.39495,2
E01003564,14.3581,3
E01003565,16.1991,4
E01003566,18.7171,4
E01003567,12.3867,3
E01003568,14.8205,3
E01003569,18.6924,4
E01003570,13.3864,3
E01003571,10.3242,3
E01003572,8.02012,2
E01003573,13.0944,3
E01003574,9.48282,2
E01003575,4.27964,1b
E01003576,12.8318,3
E01003577,5.50853,2
E01003578,3.56902,1b
E01003579,9.41612,2
E01003580,1.17726,1a
E01003581,8.38933,2
E01003582,4.41749,1b
E01003583,5.24861,2
E01003584,7.22095,2
E01003585,13.6621,3
E01003586,12.6977,3
E01003587,14.6578,3
E01003588,10.8009,3
E01003589,10.3726,3
E01003590,13.1008,3
E01003591,17.7402,4
E01003592,13.6495,3
E01003593,15.7011,4
E01003594,16.5802,4
E01003595,18.8175,4
E01003596,12.212,3
E01003597,10.9827,3
E01003598,15.9015,4
E01003599,13.4215,3
E01003600,17.2504,4
E01003601,12.1924,3
E01003602,18.4545,4
E01003603,8.13435,2
E01003604,10.7325,3
E01003605,17.2512,4
E01003606,17.6529,4
E01003607,20.1833,5
E01003608,12.9713,3
E01003609,5.85473,2
E01003610,5.99947,2
E01003611,9.15887,2
E01003612,5.06714,2
E01003613,13.1293,3
E01003614,37.5616,6a
E01003615,11.6137,3
E01003616,34.6324,6a
E01003617,59.1653,6b
E01003618,25.2503,6a
E01003619,40.515,6b
E01003620,57.2557,6b
E01003621,11.0746,3
E01003622,9.4127,2
E01003623,3.98783,1b
E01003624,9.70651,2
E01003625,2.24658,1a
E01003626,10.7481,3
E01003627,15.8248,4
E01003628,10.1432,3
E01003629,21.6487,5
E01003630,20.1386,5
E01003631,23.017,5
E01003632,23.7054,5
E01003633,22.1395,5
E01003634,19.4848,4
E01003635,6.72217,2
E01003636,18.2501,4
E01003637,17.3712,4
E01003638,7.82279,2
E01003639,5.35247,2
E01003640,0.891551,1a
E01003641,6.08104,2
E01003642,5.41646,2
E01003643,5.96298,2
E01003644,6.94914,2
E01003645,11.253,3
E01003646,13.3475,3
E01003647,12.7746,3
E01003648,5.11642,2
E01003649,3.43863,1b
E01003650,6.182,2
E01003651,10.8085,3
E01003652,7.6987,2
E01003653,13.6713,3
E01003654,9.13834,2
E01003655,11.1364,3
E01003656,3.11463,1b
E01003657,2.73934,1b
E01003658,8.55628,2
E01003659,2.69963,1b
E01003660,2.5003,1b
E01003661,10.5653,3
E01003662,14.3803,3
E01003663,5.48835,2
E01003664,1.53675,1a
E01003665,3.62429,1b
E01003666,4.47327,1b
E01003667,3.86591,1b
E01003668,12.9246,3
E01003669,4.76334,1b
E01003670,4.84771,1b
E01003671,4.87334,1b
E01003672,8.67179,2
E01003673,6.37091,2
E01003674,10.545,3
E01003675,11.5031,3
E01003676,10.1765,3
E01003677,5.01901,2
E01003678,3.19564,1b
E01003679,3.11889,1b
E01003680,2.55314,1b
E01003681,4.16421,1b
E01003682,2.94155,1b
E01003683,3.94166,1b
E01003684,3.71843,1b
E01003685,5.96544,2
E01003686,10.4412,3
E01003687,13.7739,3
E01003688,8.52361,2
E01003689,29.5026,6a
E01003690,12.4863,3
E01003691,2.06048,1a
E01003692,17.2519,4
E01003693,5.21931,2
E01003694,11.0764,3
E01003695,10.6365,3
E01003696,12.7752,3
E01003697,10.8525,3
E01003698,5.6394,2
E01003699,5.7749,2
E01003700,8.81077,2
E01003701,14.1653,3
E01003702,7.6979,2
E01003703,1.67227,1a
E01003704,10.8331,3
E01003705,10.4512,3
E01003706,3.8223,1b
E01003707,3.26508,1b
E01003708,2.56803,1b
E01003709,3.22212,1b
E01003710,3.59441,1b
E01003711,7.56211,2
E01003712,3.41703,1b
E01003713,10.8117,3
E01003714,13.1831,3
E01003715,11.374,3
E01003716,7.22206,2
E01003717,9.0732,2
E01003718,12.6756,3
E01003719,9.40997,2
E01003720,4.5279,1b
E01003721,9.19717,2
E01003722,4.71604,1b
E01003723,4.89036,1b
E01003724,4.50582,1b
E01003725,5.86856,2
E01003726,1.29928,1a
E01003727,4.51828,1b
E01003728,24.9214,5
E01003729,14.6289,3
E01003730,6.63365,2
E01003731,5.1061,2
E01003732,2.99852,1b
E01003733,6.61515,2
E01003734,11.5644,3
E01003735,5.17311,2
E01003736,11.9216,3
E01003737,4.98618,1b
E01003738,5.93214,2
E01003739,4.70962,1b
E01003740,4.86374,1b
E01003741,7.34523,2
E01003742,9.43608,2
E01003743,5.92626,2
E01003744,3.26105,1b
E01003745,3.23111,1b
E01003746,4.027,1b
E01003747,6.66185,2
E01003748,7.79245,2
E01003749,10.9326,3
E01003750,6.17191,2
E01003751,4.75922,1b
E01003752,10.3576,3
E01003753,11.4789,3
E01003754,7.77639,2
E01003755,10.0697,3
E01003756,6.81042,2
E01003757,8.02507,2
E01003758,6.232,2
E01003759,7.26913,2
E01003760,5.04545,2
E01003761,3.23433,1b
E01003762,3.64903,1b
E01003763,2.30167,1a
E01003764,7.13022,2
E01003765,9.52741,2
E01003766,7.73922,2
E01003767,10.8431,3
E01003768,9.05979,2
E01003769,12.8205,3
E01003770,5.43161,2
E01003771,7.49614,2
E01003772,4.92969,1b
E01003773,10.7614,3
E01003774,9.7145,2
E01003775,8.42769,2
E01003776,10.911,3
E01003777,18.1439,4
E01003778,18.1585,4
E01003779,16.8956,4
E01003780,3.48404,1b
E01003781,21.473,5
E01003782,19.5457,4
E01003783,31.033,6a
E01003784,6.91525,2
E01003785,10.1838,3
E01003786,4.31107,1b
E01003787,8.02686,2
E01003788,18.5283,4
E01003789,13.8459,3
E01003790,0.792167,1a
E01003791,5.63005,2
E01003792,4.31212,1b
E01003793,3.62257,1b
E01003794,4.31912,1b
E01003795,4.09305,1b
E01003796,9.25719,2
E01003797,5.50799,2
E01003798,9.29594,2
E01003799,5.9083,2
E01003800,11.1344,3
E01003801,8.94062,2
E01003802,4.55047,1b
E01003803,5.81326,2
E01003804,7.54872,2
E01003805,1.12237,1a
E01003806,0.811559,1a
E01003807,9.86465,2
E01003808,9.59648,2
E01003809,4.66209,1b
E01003810,11.1387,3
E01003811,8.2283,2
E01003812,11.0846,3
E01003813,4.57371,1b
E01003814,6.42948,2
E01003815,4.81855,1b
E01003816,1.70836,1a
E01003817,1.10055,1a
E01003818,2.10566,1a
E01003819,2.14951,1a
E01003820,3.48605,1b
E01003821,5.4214,2
E01003822,5.04173,2
E01003823,2.93877,1b
E01003824,5.92928,2
E01003825,3.41686,1b
E01003826,2.08333,1a
E01003827,4.66336,1b
E01003828,4.59622,1b
E01003829,3.80589,1b
E01003830,4.82117,1b
E01003831,3.87613,1b
E01003832,3.55058,1b
E01003833,4.08739,1b
E01003834,6.75003,2
E01003835,3.94543,1b
E01003836,6.58638,2
E01003837,1.94871,1a
E01003838,6.61121,2
E01003839,10.2645,3
E01003840,4.07902,1b
E01003841,3.71158,1b
E01003842,3.1675,1b
E01003843,4.02523,1b
E01003844,6.60147,2
E01003845,2.95048,1b
E01003846,6.95003,2
E01003847,3.69849,1b
E01003848,15.4261,4
E01003849,8.61002,2
E01003850,3.77363,1b
E01003851,8.5644,2
E01003852,12.4464,3
E01003853,9.37238,2
E01003854,10.7595,3
E01003855,5.24718,2
E01003856,8.31485,2
E01003857,6.61309,2
E01003858,7.39134,2
E01003859,8.3253,2
E01003860,6.97528,2
E01003861,23.9086,5
E01003862,12.0508,3
E01003863,15.0247,4
E01003864,14.337,3
E01003865,7.77851,2
E01003866,7.67142,2
E01003867,7.95438,2
E01003868,12.3467,3
E01003869,11.5189,3
E01003870,8.73501,2
E01003871,4.66096,1b
E01003872,6.12385,2
E01003873,26.0067,6a
E01003874,13.3992,3
E01003875,6.25354,2
E01003876,26.8666,6a
E01003877,14.9334,3
E01003878,1.55146,1a
E01003879,3.26691,1b
E01003880,9.85247,2
E01003881,6.03848,2
E01003882,16.6946,4
E01003883,9.50809,2
E01003884,10.1512,3
E01003885,9.96644,2
E01003886,10.9734,3
E01003887,11.9381,3
E01003888,4.75512,1b
E01003889,2.32395,1a
E01003890,5.62006,2
E01003891,6.20244,2
E01003892,7.62476,2
E01003893,12.3608,3
E01003894,14.35,3
E01003895,10.141,3
E01003896,18.0048,4
E01003897,21.7385,5
E01003898,11.1942,3
E01003899,8.2658,2
E01003900,7.3949,2
E01003901,1.69309,1a
E01003902,7.08943,2
E01003903,5.39507,2
E01003904,5.06126,2
E01003905,5.18296,2
E01003906,7.87389,2
E01003907,2.00928,1a
E01003908,6.12218,2
E01003909,7.82695,2
E01003910,4.11358,1b
E01003911,14.285,3
E01003912,13.4737,3
E01003913,25.1306,6a
E01003914,13.8509,3
E01003915,7.36537,2
E01003916,7.25009,2
E01003917,12.0831,3
E01003918,18.7464,4
E01003919,20.7302,5
E01003920,21.9918,5
E01003921,33.812,6a
E01003922,27.1055,6a
E01003923,19.9945,4
E01003924,23.2131,5
E01003925,16.701,4
E01003926,15.3548,4
E01003927,79.5195,6b
E01003928,100.926,6b
E01003929,91.8262,6b
E01003930,98.7026,6b
E01003931,121.887,6b
E01003932,78.2513,6b
E01003933,63.6931,6b
E01003934,68.6494,6b
E01003935,67.2449,6b
E01003936,55.6753,6b
E01003937,76.3364,6b
E01003938,63.9147,6b
E01003939,89.4512,6b
E01003940,31.057,6a
E01003941,19.919,4
E01003942,30.0469,6a
E01003943,65.1941,6b
E01003944,53.4841,6b
E01003945,6.43321,2
E01003946,8.85067,2
E01003947,8.84743,2
E01003948,15.3887,4
E01003949,9.00387,2
E01003950,8.68232,2
E01003951,4.94678,1b
E01003952,16.5506,4
E01003953,17.4577,4
E01003954,12.4087,3
E01003955,11.1178,3
E01003956,11.4817,3
E01003957,9.48494,2
E01003958,11.488,3
E01003959,61.6692,6b
E01003960,32.6668,6a
E01003961,21.5532,5
E01003962,44.8864,6b
E01003963,27.8448,6a
E01003964,12.6048,3
E01003965,45.1392,6b
E01003966,19.6325,4
E01003967,19.6174,4
E01003968,6.82276,2
E01003969,20.5273,5
E01003970,9.20853,2
E01003971,13.4816,3
E01003972,14.3897,3
E01003973,23.6952,5
E01003974,9.0756,2
E01003975,10.9034,3
E01003976,21.5032,5
E01003977,7.06045,2
E01003978,9.21538,2
E01003979,18.2871,4
E01003980,15.5438,4
E01003981,84.3865,6b
E01003982,54.0323,6b
E01003983,13.772,3
E01003984,20.6753,5
E01003985,29.4643,6a
E01003986,13.1411,3
E01003987,4.31175,1b
E01003988,10.7857,3
E01003989,9.99103,2
E01003990,11.0672,3
E01003991,8.15529,2
E01003992,16.5964,4
E01003993,8.92975,2
E01003994,35.947,6a
E01003995,45.6154,6b
E01003996,60.0982,6b
E01003997,18.504,4
E01003998,34.3612,6a
E01003999,18.3586,4
E01004000,13.3242,3
E01004001,8.26902,2
E01004002,7.92082,2
E01004003,17.3645,4
E01004004,23.1322,5
E01004005,24.5143,5
E01004006,16.3159,4
E01004007,10.8004,3
E01004008,28.8441,6a
E01004009,24.6662,5
E01004010,25.2333,6a
E01004011,10.4316,3
E01004012,5.62015,2
E01004013,14.4653,3
E01004014,6.73928,2
E01004015,10.0316,3
E01004016,8.0044,2
E01004017,7.87077,2
E01004018,6.66859,2
E01004019,11.8681,3
E01004020,4.82233,1b
E01004021,16.2104,4
E01004022,14.7083,3
E01004023,14.2545,3
E01004024,14.9454,3
E01004025,26.2586,6a
E01004026,8.89236,2
E01004027,71.8499,6b
E01004028,12.6684,3
E01004029,15.8999,4
E01004030,17.3639,4
E01004031,27.0332,6a
E01004032,18.9261,4
E01004033,25.9337,6a
E01004034,16.6904,4
E01004035,17.2006,4
E01004036,22.6585,5
E01004037,12.224,3
E01004038,11.1853,3
E01004039,12.7657,3
E01004040,18.2292,4
E01004041,14.4436,3
E01004042,9.92028,2
E01004043,7.1296,2
E01004044,11.5705,3
E01004045,15.3488,4
E01004046,16.7826,4
E01004047,14.5472,3
E01004048,11.6454,3
E01004049,21.3117,5
E01004050,13.6149,3
E01004051,21.4085,5
E01004052,13.678,3
E01004053,9.53678,2
E01004054,4.39974,1b
E01004055,4.43278,1b
E01004056,6.09608,2
E01004057,8.45748,2
E01004058,2.70729,1b
E01004059,17.7769,4
E01004060,19.2869,4
E01004061,23.2533,5
E01004062,30.5572,6a
E01004063,25.4598,6a
E01004064,20.416,5
E01004065,21.1206,5
E01004066,23.8717,5
E01004067,39.3049,6a
E01004068,17.4789,4
E01004069,6.49154,2
E01004070,13.7166,3
E01004071,11.1411,3
E01004072,10.2607,3
E01004073,18.2363,4
E01004074,18.376,4
E01004075,5.99604,2
E01004076,3.77595,1b
E01004077,7.05502,2
E01004078,3.24312,1b
E01004079,4.75835,1b
E01004080,8.65035,2
E01004081,5.10348,2
E01004082,6.09718,2
E01004083,3.38368,1b
E01004084,3.22483,1b
E01004085,1.54295,1a
E01004086,5.73115,2
E01004087,4.41837,1b
E01004088,3.09877,1b
E01004089,4.1885,1b
E01004090,8.44048,2
E01004091,4.25247,1b
E01004092,4.75012,1b
E01004093,3.47156,1b
E01004094,7.4126,2
E01004095,3.52492,1b
E01004096,5.89197,2
E01004097,9.32313,2
E01004098,9.22396,2
E01004099,10.5112,3
E01004100,9.47192,2
E01004101,6.18213,2
E01004102,9.73324,2
E01004103,6.0167,2
E01004104,7.20562,2
E01004105,7.63036,2
E01004106,2.67298,1b
E01004107,4.93898,1b
E01004108,0.70214,1a
E01004109,2.80366,1b
E01004110,9.51512,2
E01004111,6.75066,2
E01004112,6.1355,2
E01004113,2.86242,1b
E01004114,0.541711,1a
E01004115,3.24227,1b
E01004116,3.31165,1b
E01004117,1.40874,1a
E01004118,8.16664,2
E01004119,6.30588,2
E01004120,5.05801,2
E01004121,8.31877,2
E01004122,4.23612,1b
E01004123,8.48172,2
E01004124,3.97712,1b
E01004125,6.71199,2
E01004126,7.11746,2
E01004127,5.67364,2
E01004128,6.5381,2
E01004129,9.46177,2
E01004130,4.30973,1b
E01004131,5.57155,2
E01004132,4.67314,1b
E01004133,3.93757,1b
E01004134,6.81465,2
E01004135,4.40326,1b
E01004136,4.69217,1b
E01004137,26.1402,6a
E01004138,7.84391,2
E01004139,14.2341,3
E01004140,17.5219,4
E01004141,9.34952,2
E01004142,26.9452,6a
E01004143,16.9251,4
E01004144,9.66375,2
E01004145,7.51904,2
E01004146,15.8272,4
E01004147,3.92044,1b
E01004148,9.0427,2
E01004149,9.58367,2
E01004150,20.9115,5
E01004151,7.49818,2
E01004152,21.2158,5
E01004153,9.76001,2
E01004154,3.80326,1b
E01004155,10.2037,3
E01004156,24.6079,5
E01004157,10.4998,3
E01004158,11.7387,3
E01004159,6.7979,2
E01004160,8.87518,2
E01004161,5.60948,2
E01004162,24.0352,5
E01004163,4.52095,1b
E01004164,7.52413,2
E01004165,10.4605,3
E01004166,7.40919,2
E01004167,5.05317,2
E01004168,4.51784,1b
E01004169,3.35493,1b
E01004170,14.5635,3
E01004171,6.44747,2
E01004172,12.2242,3
E01004173,5.45471,2
E01004174,13.1422,3
E01004175,5.46785,2
E01004176,9.35599,2
E01004177,14.8969,3
E01004178,14.1124,3
E01004179,8.52539,2
E01004180,4.53779,1b
E01004181,5.01894,2
E01004182,7.58279,2
E01004183,5.65039,2
E01004184,3.30352,1b
E01004185,4.87253,1b
E01004186,5.5434,2
E01004187,3.77943,1b
E01004188,8.86803,2
E01004189,4.47979,1b
E01004190,5.60699,2
E01004191,8.52861,2
E01004192,3.14772,1b
E01004193,1.71941,1a
E01004194,3.73655,1b
E01004195,9.10362,2
E01004196,5.46255,2
E01004197,29.8934,6a
E01004198,33.5544,6a
E01004199,32.2057,6a
E01004200,26.5526,6a
E01004201,19.28,4
E01004202,21.4444,5
E01004203,34.5256,6a
E01004204,21.0849,5
E01004205,28.123,6a
E01004206,38.9577,6a
E01004207,25.6746,6a
E01004208,35.6349,6a
E01004209,40.5405,6b
E01004210,34.8506,6a
E01004211,32.3515,6a
E01004212,38.7847,6a
E01004213,36.2784,6a
E01004214,7.14288,2
E01004215,14.2162,3
E01004216,6.18123,2
E01004217,11.7056,3
E01004218,8.6647,2
E01004219,19.2056,4
E01004220,12.1868,3
E01004221,11.3008,3
E01004222,6.98327,2
E01004223,5.92212,2
E01004224,8.30931,2
E01004225,20.7924,5
E01004226,10.4038,3
E01004227,11.2814,3
E01004228,17.148,4
E01004229,29.3354,6a
E01004230,27.5519,6a
E01004231,29.3028,6a
E01004232,32.0417,6a
E01004233,6.28465,2
E01004234,7.25082,2
E01004235,25.726,6a
E01004236,21.991,5
E01004237,18.5001,4
E01004238,17.7536,4
E01004239,16.9909,4
E01004240,8.6288,2
E01004241,8.70052,2
E01004242,10.2595,3
E01004243,7.29609,2
E01004244,13.0746,3
E01004245,7.34005,2
E01004246,12.0728,3
E01004247,19.0953,4
E01004248,13.4695,3
E01004249,6.84756,2
E01004250,8.37663,2
E01004251,23.5241,5
E01004252,16.7394,4
E01004253,13.7573,3
E01004254,19.2266,4
E01004255,27.821,6a
E01004256,13.9344,3
E01004257,15.2477,4
E01004258,17.5069,4
E01004259,31.9958,6a
E01004260,21.7834,5
E01004261,28.593,6a
E01004262,16.9731,4
E01004263,19.8637,4
E01004264,23.0744,5
E01004265,10.6192,3
E01004266,22.3715,5
E01004267,21.3283,5
E01004268,24.2133,5
E01004269,31.7244,6a
E01004270,23.2713,5
E01004271,14.9648,3
E01004272,10.4517,3
E01004273,12.7581,3
E01004274,8.98745,2
E01004275,10.8607,3
E01004276,9.41663,2
E01004277,21.0044,5
E01004278,14.6465,3
E01004279,14.5501,3
E01004280,6.5216,2
E01004281,9.99369,2
E01004282,6.44316,2
E01004283,17.323,4
E01004284,18.5436,4
E01004285,18.3407,4
E01004286,25.1716,6a
E01004287,22.6712,5
E01004288,24.2715,5
E01004289,19.8905,4
E01004290,22.4236,5
E01004291,13.6221,3
E01004292,11.6572,3
E01004293,19.9286,4
E01004294,28.0476,6a
E01004295,19.1191,4
E01004296,18.8066,4
E01004297,15.9929,4
E01004298,27.7415,6a
E01004299,20.4196,5
E01004300,26.0274,6a
E01004301,27.0338,6a
E01004302,32.6974,6a
E01004303,20.0144,5
E01004304,26.5155,6a
E01004305,24.8217,5
E01004306,46.8554,6b
E01004307,76.633,6b
E01004308,17.9988,4
E01004309,38.8114,6a
E01004310,91.2215,6b
E01004311,25.8851,6a
E01004312,15.0609,4
E01004313,23.7138,5
E01004314,15.0317,4
E01004315,26.8641,6a
E01004316,40.0847,6b
E01004317,26.3875,6a
E01004318,17.2967,4
E01004319,27.4237,6a
E01004320,41.8379,6b
E01004321,31.5002,6a
E01004322,35.3089,6a
E01004323,31.3955,6a
E01004324,22.2961,5
E01004325,41.3271,6b
E01004326,29.3182,6a
E01004327,6.34881,2
E01004328,9.28759,2
E01004329,4.81106,1b
E01004330,6.35237,2
E01004331,7.28664,2
E01004332,9.08841,2
E01004333,15.0356,4
E01004334,10.6936,3
E01004335,12.1712,3
E01004336,24.4388,5
E01004337,19.5516,4
E01004338,22.3495,5
E01004339,18.5877,4
E01004340,17.6236,4
E01004341,10.5235,3
E01004342,6.83652,2
E01004343,6.11766,2
E01004344,6.04218,2
E01004345,5.84532,2
E01004346,7.4411,2
E01004347,6.88917,2
E01004348,7.85289,2
E01004349,2.60566,1b
E01004350,4.14689,1b
E01004351,4.51648,1b
E01004352,5.24564,2
E01004353,6.12753,2
E01004354,12.4894,3
E01004355,3.71726,1b
E01004356,2.9095,1b
E01004357,4.8265,1b
E01004358,6.90069,2
E01004359,8.0844,2
E01004360,4.52015,1b
E01004361,3.55343,1b
E01004362,7.0128,2
E01004363,12.969,3
E01004364,16.0909,4
E01004365,23.6092,5
E01004366,8.71114,2
E01004367,15.6319,4
E01004368,13.33,3
E01004369,9.78475,2
E01004370,9.52782,2
E01004371,19.5027,4
E01004372,8.72288,2
E01004373,17.7363,4
E01004374,19.7298,4
E01004375,20.0761,5
E01004376,24.7734,5
E01004377,3.08518,1b
E01004378,6.17796,2
E01004379,8.17743,2
E01004380,2.82789,1b
E01004381,8.76649,2
E01004382,5.87665,2
E01004383,6.11087,2
E01004384,5.84033,2
E01004385,3.257,1b
E01004386,4.42532,1b
E01004387,3.75753,1b
E01004388,6.7736,2
E01004389,4.8808,1b
E01004390,3.63477,1b
E01004391,10.313,3
E01004392,18.7884,4
E01004393,15.195,4
E01004394,14.7573,3
E01004395,1.08716,1a
E01004396,14.3206,3
E01004397,28.8613,6a
E01004398,4.36378,1b
E01004399,2.59091,1b
E01004400,5.89225,2
E01004401,6.75099,2
E01004402,3.6788,1b
E01004403,5.86788,2
E01004404,5.17408,2
E01004405,19.4201,4
E01004406,27.6919,6a
E01004407,9.34314,2
E01004408,13.0956,3
E01004409,22.0624,5
E01004410,11.5197,3
E01004411,32.454,6a
E01004412,19.3702,4
E01004413,5.41724,2
E01004414,7.9471,2
E01004415,4.49868,1b
E01004416,3.92694,1b
E01004417,7.4391,2
E01004418,7.82563,2
E01004419,7.7111,2
E01004420,20.7897,5
E01004421,11.1775,3
E01004422,4.31176,1b
E01004423,13.0784,3
E01004424,8.5424,2
E01004425,9.56044,2
E01004426,8.41691,2
E01004427,4.97309,1b
E01004428,4.58703,1b
E01004429,5.34133,2
E01004430,15.1683,4
E01004431,21.3291,5
E01004432,9.69303,2
E01004433,11.6209,3
E01004434,3.73113,1b
E01004435,11.7187,3
E01004436,17.9811,4
E01004437,22.0963,5
E01004438,23.2982,5
E01004439,20.6552,5
E01004440,25.9134,6a
E01004441,22.3005,5
E01004442,14.7691,3
E01004443,31.5323,6a
E01004444,17.6674,4
E01004445,16.6579,4
E01004446,12.5915,3
E01004447,16.1854,4
E01004448,4.27719,1b
E01004449,4.72708,1b
E01004450,2.76542,1b
E01004451,3.8228,1b
E01004452,8.98181,2
E01004453,3.34808,1b
E01004454,7.48551,2
E01004455,8.81325,2
E01004456,2.38199,1a
E01004457,8.10185,2
E01004458,9.88024,2
E01004459,5.33983,2
E01004460,11.8487,3
E01004461,14.3995,3
E01004462,12.752,3
E01004463,6.27086,2
E01004464,10.4803,3
E01004465,14.7005,3
E01004466,10.3848,3
E01004467,14.8805,3
E01004468,4.49017,1b
E01004469,7.57519,2
E01004470,11.0759,3
E01004471,9.51262,2
E01004472,20.7403,5
E01004473,24.1924,5
E01004474,29.0897,6a
E01004475,24.9317,5
E01004476,18.7539,4
E01004477,9.35808,2
E01004478,4.45571,1b
E01004479,12.3193,3
E01004480,19.3993,4
E01004481,22.8586,5
E01004482,13.3416,3
E01004483,6.24734,2
E01004484,13.0266,3
E01004485,24.8053,5
E01004486,4.88674,1b
E01004487,12.9393,3
E01004488,19.2578,4
E01004489,10.8804,3
E01004490,15.6594,4
E01004491,6.74427,2
E01004492,8.64266,2
E01004493,14.1712,3
E01004494,11.3518,3
E01004495,17.9979,4
E01004496,21.0131,5
E01004497,15.219,4
E01004498,20.2181,5
E01004499,13.0666,3
E01004500,22.307,5
E01004501,16.8442,4
E01004502,8.41914,2
E01004503,9.28372,2
E01004504,6.65436,2
E01004505,12.6739,3
E01004506,26.1798,6a
E01004507,21.2298,5
E01004508,65.3732,6b
E01004509,19.0431,4
E01004510,28.6528,6a
E01004511,16.4034,4
E01004512,11.5559,3
E01004513,11.2959,3
E01004514,23.4007,5
E01004515,46.4096,6b
E01004516,4.56366,1b
E01004517,10.9106,3
E01004518,7.33567,2
E01004519,13.9156,3
E01004520,9.27835,2
E01004521,6.997,2
E01004522,7.78763,2
E01004523,5.71449,2
E01004524,8.76703,2
E01004525,34.2824,6a
E01004526,30.668,6a
E01004527,26.6789,6a
E01004528,18.0832,4
E01004529,22.4067,5
E01004530,22.1033,5
E01004531,16.0131,4
E01004532,3.44266,1b
E01004533,11.8904,3
E01004534,33.3069,6a
E01004535,60.8192,6b
E01004536,69.971,6b
E01004537,58.4702,6b
E01004538,17.3906,4
E01004539,7.90831,2
E01004540,9.46682,2
E01004541,54.9333,6b
E01004542,18.8609,4
E01004543,18.2374,4
E01004544,26.0442,6a
E01004545,30.2327,6a
